Row Labels,Average of lat,Average of lon,Sum of Valuation,Sum of Fee Amount,Size
144 Stafford Ave,-76.11337484,43.06710851,2700,74,2
145 Chatham Rd,-76.12569375,43.06665281,2700,58,2
1701-19 Erie Blvd E & Teall Ave,-76.12154444,43.04985272,2700,445,2
181 Mountainview Ave & Seeley,-76.104669,43.05040755,2700,95,2
1830 Salina St S & Borden Ave,-76.14716168,43.02790347,2700,266,2
203 Edgemont Dr,-76.0888421,43.03967341,2700,70,2
300 Hickok Ave,-76.11443922,43.0635064,2700,153,2
307 Graves St,-76.13920331,43.06110179,2700,62,2
317 Merritt Ave,-76.15892461,42.99846172,2700,62,2
334 Mildred Ave,-76.12133307,43.07038885,2700,62,2
408 Onondaga Ave Rear,-76.16519193,43.02945124,2700,123,2
504 Broad St,-76.11969737,43.03004035,2700,62,2
636 Roberts Ave,-76.17003766,43.02442633,2700,134,2
680 Salina St S & Temple St St,-76.15156216,43.04077153,2700,89,2
731 Pond St,-76.14985951,43.06909536,2700,95,2
815 Wolf St,-76.16019247,43.07779212,2700,68,2
180 Nichols Ave & Northcliffe,-76.10441783,43.0665403,2705,70,2
145 Steuben St,-76.15511166,43.06613555,2706,62,2
143-45 Florence Ave W,-76.14514808,43.00673068,2732,62,2
1514-16 South Ave,-76.16000295,43.02272327,2738,68,2
212 Westcott St,-76.119921,43.046407,2750,152,2
601 Walnut Ave & Madison St,-76.13222347,43.04508515,2750,92,2
209 Willumae Dr,-76.15314536,43.0769332,2753,99,2
614-16 Carbon St,-76.15207405,43.06760211,2753,70,2
932-62 Genesee St W,-76.1697453,43.05402278,2754,427,2
1203 Lodi St,-76.14522621,43.05838831,2760,70,2
1509 Comstock Ave,-76.12797033,43.01670366,2761,62,2
Unit 1 401 Marcellus St & Tioga St,-76.16402755,43.04627416,2767,56,2
300 Seneca Tnpk W & Milburn D,-76.15126164,43.00224369,2778,178,2
1230 Glencove Rd S,-76.09587451,43.06389498,2784,70,2
1200 Glencove Rd S,-76.09695615,43.06384412,2795,109,2
123 Aberdeen Terr,-76.09519948,43.06342037,2798,62,2
104 Shuart Ave,-76.12885484,43.05970643,2800,109,2
1076 Westmoreland Ave,-76.11436869,43.03286425,2800,70,2
116 Huron St,-76.15709844,43.03265407,2800,95,2
116 Ruskin Ave,-76.16866398,43.03194353,2800,111,2
118-20 Bissell St W,-76.15985866,43.02615433,2800,120,2
127 Coolidge Ave,-76.16361916,43.03462165,2800,62,2
1321 Stolp Ave,-76.1841769,43.0294468,2800,70,2
1414 Colvin St W,-76.16151878,43.02331433,2800,70,2
149 Midler Ave S,-76.10498329,43.06739349,2800,123,2
160 Ostrander Ave W,-76.14404651,43.01446034,2800,80,2
2001 Burnet Ave & Hilldale Ave,-76.10800468,43.05799861,2800,149,2
207 Geddes St N,-76.17148041,43.05056586,2800,261,2
217 Brighton Ave W,-76.14732375,43.01988523,2800,54,2
217 Ross Pk,-76.14588804,43.07562112,2800,68,2
220 Walrath Rd,-76.13931588,43.01055869,2800,152,2
238 Brattle Rd,-76.12846675,43.06542358,2800,70,2
248 Dale St,-76.14522834,43.07737821,2800,95,2
301 Hopper Rd & Chaffee Ave,-76.15976658,42.99711456,2800,80,2
391 Lillian Ave,-76.11154923,43.0730775,2800,74,2
401 Park St,-76.14007313,43.06273955,2800,56,2
404 Avery Ave,-76.19217388,43.0488781,2800,125,2
414 Hickok Ave,-76.11419102,43.06088384,2800,115,2
507 Bear St,-76.16064031,43.07144118,2800,68,2
613 Charmouth Dr At Stinard A,-76.17181564,43.02040476,2800,158,2
620 Euclid Ave,-76.12379501,43.03623009,2800,62,2
627 Allen St,-76.11657922,43.04079564,2800,70,2
707 Tully St,-76.1668435,43.04346386,2800,218,2
801 Milton Ave & Herkimer St,-76.19155164,43.05383325,2800,98,2
931 Westcott St,-76.11873447,43.03454439,2800,70,2
Unit 2 1243 Avery Ave,-76.200083,43.05911075,2800,213,2
320 Taylor St W & Oneida St &,-76.15442555,43.03917974,2809.72,292,2
125 Harwood Ave,-76.10294153,43.04835534,2811,70,2
375 Hillsdale Ave & Sunnycres,-76.10819074,43.06182075,2811,70,2
1422 Madison St & Bassett St,-76.12295628,43.04512709,2814,68,2
733-39 Butternut St & Peter St,-76.14604962,43.06095726,2823,343,2
209 Cayuga St,-76.18971911,43.05021853,2826,62,2
231-33 Kensington Pl,-76.11962074,43.02911189,2835,62,2
348 Malverne Dr & Cadillac St,-76.14682452,43.0819627,2835,62,2
809 Westmoreland Ave,-76.1140888,43.038904,2847,67,2
209 Chaffee Ave,-76.15730627,42.99721526,2849,68,2
139 Harding Pl,-76.14250599,42.99365169,2850,70,2
612 Second North St & Wolf,-76.16059339,43.07580269,2850,187,2
1433 Erie Blvd E,-76.12646897,43.05037546,2852,75,2
306 Hartson St,-76.1794706,43.03657803,2855,68,2
461 Brattle Rd,-76.12934513,43.07019589,2864,68,2
301 Farmer St & Dewitt St,-76.13404925,43.06466856,2865,146,2
207 Green St,-76.14017466,43.05464939,2869,77,2
133 Lawrence St,-76.15209026,43.06943049,2870,70,2
113 Bungalow Terr,-76.1853105,43.0313754,2875,70,2
1210 Colvin St W,-76.15883399,43.02330833,2875,93,2
160 Mather St,-76.12875766,43.05427347,2875,111,2
315 Small Rd 1700 Colvin St E,-76.11887499,43.017869,2875,368,2
241 Taft Ave & Beacon Rd,-76.11545256,43.07385135,2876,74,2
176 Grace St & Massena St,-76.16652552,43.03876657,2879,80,2
158 Coolidge Ave,-76.16430921,43.03368292,2888,70,2
240 Dorwin Ave,-76.14906936,42.98559984,2888,70,2
111 Harding Pl & Salina St S,-76.14365164,42.99349904,2890,96,2
302 Bryant Ave,-76.18373344,43.04580975,2890,62,2
554 Seymour St,-76.1711805,43.04215294,2892,62,2
123-25 Griffiths St & John St,-76.14453189,43.06820636,2892.05,68,2
1133-37 Salina St S & Raynor Ave,-76.14949008,43.0355765,2894,192,2
201 Mosley Dr & Northcliff Rd,-76.10100747,43.06640543,2895,68,2
103 Scottholm Blvd,-76.11188064,43.04386395,2900,123,2
108 Dewitt Rd,-76.0840054,43.0393915,2900,68,2
116 Doll Pkwy,-76.08847492,43.0449701,2900,70,2
130 Hertford St,-76.12437923,43.02865554,2900,109,2
136-38 Midler Ave S,-76.1057522,43.06768726,2900,123,2
1437 Burnet Ave,-76.118455,43.05555121,2900,77,2
153 Annetta St,-76.16506911,43.02177101,2900,68,2
201 Craddock St,-76.16271412,43.02189751,2900,145,2
209 Hillside St,-76.14317268,43.07721036,2900,70,2
214 Merriman Ave,-76.16562164,43.04054532,2900,70,2
2562 South Ave,-76.16903287,43.01126813,2900,95,2
258-60 Crescent Ave,-76.16151951,43.02885165,2900,70,2
300 Plymouth Dr,-76.10050254,43.06544182,2900,36,2
301 Springbrook Ave,-76.1387434,43.00622488,2900,70,2
313 Forest Hill Dr,-76.11082771,43.06334627,2900,70,2
338 Apple St,-76.17894936,43.05144055,2900,70,2
609 Winton St,-76.12517413,43.05837717,2900,70,2
933 Maryland Ave,-76.1199734,43.03367455,2900,163,2
214 Twin Hills Dr To Stinard,-76.17360912,43.02429925,2902,95,2
114 Wilson St,-76.12627391,43.06272555,2909,95,2
700-04 South Ave & Sterling Ave,-76.15939718,43.03166281,2916.51,93,2
1300 State St S & Raynor Ave E,-76.14793587,43.03516846,2930,262,2
103 Michaels Ave,-76.15011573,43.07596124,2938,68,2
501 Brighton Ave E Rear,-76.13281712,43.01382104,2948,417,2
1318-20 Bellevue Ave,-76.17844002,43.03296961,2950,403,2
151 Vieau Dr,-76.18524083,43.03031218,2950,70,2
1537 Meadowbrook Dr,-76.10372461,43.04158269,2950,68,2
336 Vine St,-76.12568666,43.05471455,2950,70,2
3402 James St & Plymouth Dr,-76.10017878,43.0687645,2950,70,2
1800 Genesee St E & Bassett St,-76.12235223,43.04578849,2952,365,2
268 Boston St,-76.09119052,43.06500982,2955,109,2
204 Vincent St,-76.13260979,43.02101933,2956,68,2
400 Euclid Ave & Livingston A,-76.12701609,43.03611472,2964,68,2
715 Park Ave,-76.17222753,43.05163033,2964,68,2
1222 Lancaster Ave,-76.12279221,43.02774796,2970,56,2
272 Midler Ave N,-76.10555935,43.07285332,2972,109,2
936 Highland St,-76.14171352,43.06577154,2975,80,2
130 Holland St,-76.16193883,43.03963582,2986,68,2
1412 Lemoyne Ave,-76.15108499,43.0814669,2986,62,2
223 Hier Ave,-76.14129573,43.06515687,2987,62,2
1115 Grant Blvd,-76.13222804,43.0723313,2993,68,2
313 Woodruff Ave,-76.13853848,43.07144501,2995,56,2
420 Otisco St & Oswego St,-76.16501283,43.04539527,2995,95,2
609 Helen St,-76.13608357,43.06966969,2995,68,2
711 Ballantyne Rd,-76.15236677,43.00986363,2995,68,2
734 Laurel St E,-76.14420785,43.06042219,2998,68,2
100 Elk St,-76.14473717,43.02467568,3000,70,2
100-06 Bellshire Lane & 7Th Nort,-76.15382502,43.07941592,3000,70,2
1001-03 Geddes St S & Fitch St,-76.17325656,43.03775094,3000,69,2
1001-03 Milton Ave & Essex St,-76.19355362,43.05680487,3000,70,2
1002 Butternut St,-76.14341888,43.06413763,3000,66,2
1016 Mcbride St N,-76.15051913,43.06115916,3000,68,2
102 Wilmore Pl,-76.13906167,43.08099716,3000,70,2
103 St Mary's Ter,-76.14781943,43.08030569,3000,70,2
104 Bradley St,-76.17281382,43.03619052,3000,70,2
105-07 Charmouth Dr,-76.16333293,43.02105758,3000,70,2
106 Onondaga Ave,-76.16540332,43.0344576,3000,70,2
106 Orwood Pl To Darlington R,-76.1373742,43.07975494,3000,70,2
107 Doll Pkwy,-76.08858112,43.04635545,3000,70,2
107 Newell St W,-76.14285914,43.01764362,3000,95,2
1074 Clinton St S,-76.151579,43.036904,3000,198,2
108 Stacy Pl,-76.15102266,42.99470785,3000,126,2
110 Edgemont Dr,-76.09235617,43.03891017,3000,70,2
110 Maywood Dr,-76.13703064,43.00209469,3000,70,2
110 Rugby Rd,-76.12138978,43.06729578,3000,70,2
1102 Lemoyne Ave & Willumae Dr,-76.1563683,43.07859442,3000,70,2
1106 Genesee St W & Liberty St,-76.17439383,43.05398784,3000,70,2
1118-20 Euclid Ave,-76.11463259,43.03668237,3000,70,2
112 Mariposa St,-76.12135907,43.06172382,3000,70,2
113 Concord Pl,-76.11830003,43.0400511,3000,70,2
114-18 Chatham Rd,-76.12663645,43.06589281,3000,70,2
115 Griffin St,-76.16064321,43.01390844,3000,70,2
117 Ross Pk,-76.14350878,43.07399309,3000,70,2
117 Rugby Rd To Teall Ave,-76.12277113,43.06730771,3000,50,2
119 Grant Blvd,-76.11687771,43.06878161,3000,70,2
119 Milton Ave & Ulster St,-76.18697671,43.04738547,3000,70,2
119 Peck Ave,-76.121097,43.06758981,3000,70,2
121 Columbia Ave,-76.16803623,43.02151598,3000,74,2
1211-13 Teall Ave,-76.12336359,43.06337446,3000,70,2
1217 Salina St N,-76.15906855,43.0664413,3000,25,2
122 Gertrude St,-76.13837217,43.05364202,3000,136,2
123 Chaffee Ave E,-76.1506077,42.99794486,3000,70,2
123 Milford Dr W,-76.09874988,43.06839191,3000,70,2
123 Nelson St,-76.17681761,43.04653989,3000,70,2
124 Oakley Dr,-76.14324902,42.98674229,3000,68,2
125 Magnolia St,-76.17501148,43.04554038,3000,62,2
1256 Glencove Rd N,-76.0953577,43.064662,3000,70,2
126 St Louis Ave,-76.15844353,43.00914065,3000,70,2
127 Dorwin Ave,-76.14506423,42.98501583,3000,70,2
128 Huntley St,-76.1414139,43.07710565,3000,70,2
128 Winthrop Rd,-76.09893436,43.0653471,3000,70,2
130 Cheltenham Rd E,-76.14257237,42.99489722,3000,70,2
130 St Louis Ave,-76.15868656,43.00912428,3000,78,2
130 Woodlawn Terr & Mertens A,-76.13113622,43.07117203,3000,70,2
130-32 Harvard Pl,-76.11838598,43.04124296,3000,77,2
131 Luddington St,-76.09734829,43.06310445,3000,70,2
1324 Meadowbrook Dr,-76.10748121,43.0395518,3000,70,2
135 Dale St,-76.14413722,43.07556451,3000,95,2
139 Willumae Dr,-76.152377,43.07662509,3000,70,2
1400 Sunnycrest Rd & Luddingto,-76.0971512,43.06203131,3000,70,2
1407-09 South Ave,-76.15934915,43.02366324,3000,110,2
143 Robineau Rd,-76.172083,43.02657711,3000,70,2
149 Hillsdale Ave,-76.10867054,43.06722006,3000,70,2
149 Lakeview Ave,-76.17682648,43.04925362,3000,100,2
150 Court St,-76.16042345,43.06543958,3000,100,2
1517 Westmoreland Ave,-76.11342432,43.02505066,3000,86,2
1522 Colvin St W,-76.1629295,43.02321454,3000,70,2
156 Hillsdale Ave,-76.10939908,43.06696578,3000,70,2
159 Harding St & Hillside St,-76.14032662,43.07885457,3000,70,2
1612 Butternut St,-76.14247297,43.07366478,3000,95,2
1614-16 Grant Blvd & Wadsworth St,-76.13918032,43.07247788,3000,363,2
1639 Valley Dr,-76.15297335,43.00071709,3000,70,2
1640 Valley Dr,-76.15386058,43.00068571,3000,123,2
170 Milnor Ave,-76.10119064,43.04718212,3000,95,2
180 Colby Ave,-76.1030992,43.07323166,3000,74,2
200 Kinne St & Sunstruck Dr,-76.12104519,43.05948171,3000,70,2
201 Janet Dr,-76.1075906,43.03289518,3000,70,2
201 Twin Hills Dr & Alanson R,-76.17345367,43.0257604,3000,88,2
2017 Bellevue Ave,-76.18763861,43.03149171,3000,70,2
202 Carlton Rd & Calvin Rd,-76.17632009,43.02219696,3000,70,2
203 Herkimer St,-76.19015711,43.05375492,3000,70,2
204 Clarence Ave & Randolph S,-76.141843,43.00405574,3000,70,2
204 Martin St,-76.14970997,43.08025485,3000,70,2
208 Slocum Ave,-76.16133019,43.04016104,3000,105,2
208 Stolp Ave,-76.16856713,43.03064102,3000,70,2
211 Lowell Ave N,-76.18383375,43.04927977,3000,70,2
212 Nottingham Rd,-76.1123564,43.03012841,3000,95,2
213 Helen St,-76.13578147,43.06509898,3000,70,2
214 Sedgwick St,-76.12919926,43.05872256,3000,70,2
2149 Geddes St S,-76.17448893,43.02213536,3000,70,2
215 Lockwood Rd,-76.08849798,43.03868366,3000,170,2
216 Grace St,-76.16799001,43.03773173,3000,70,2
217 Standish Dr,-76.1052326,43.03573039,3000,54,2
218 Scott Ave,-76.10980734,43.04027826,3000,70,2
219 Hood Ave,-76.14674396,43.07513418,3000,70,2
221-23 Kennedy St W,-76.15088509,43.02948841,3000,70,2
223 Lockwood Rd,-76.08755569,43.03872029,3000,70,2
225 Jefferson St W,-76.15502449,43.04625351,3000,69,2
230 Columbia Ave,-76.1686644,43.02025524,3000,70,2
231 Fillmore Ave & Menlo Dr,-76.13886391,43.01011804,3000,70,2
2317 Midland Ave,-76.14824138,43.01695283,3000,70,2
232 Seneca St & Otisco St,-76.16709131,43.04480836,3000,159,2
233 Collingwood Ave S,-76.10726281,43.0652352,3000,70,2
234 Houston Ave To Cumberland,-76.11292979,43.03884286,3000,70,2
235 Woodruff Ave,-76.13845307,43.07014833,3000,70,2
239 Glen Ave E & Stevens Ave,-76.14116038,43.00569592,3000,70,2
2401-03 Grant Blvd & Culbert St,-76.14939507,43.07349604,3000,276,2
245-47 Arlington Ave & Charmouth,-76.16677416,43.021345,3000,70,2
247 Lincoln Ave,-76.15690821,43.03400208,3000,70,2
250 Brattle Rd,-76.12855604,43.06645243,3000,70,2
250 Homecroft Rd,-76.10301266,43.06488659,3000,70,2
2611 James St,-76.11057395,43.06887082,3000,110,2
286 Harriette Ave,-76.13079995,43.02166535,3000,70,2
300 Houston Ave,-76.11230224,43.03795202,3000,95,2
301 Beecher St & Graves St,-76.13968632,43.06155507,3000,70,2
301 Lexington Ave & Westcott,-76.11998909,43.04735103,3000,70,2
303 Kellogg St,-76.16569897,43.03741718,3000,99,2
305 Myrtle Ave,-76.19426927,43.04695165,3000,70,2
310 Lydell St,-76.17910068,43.03516409,3000,70,2
312 Highland St & Douglas St,-76.1408894,43.0596646,3000,86,2
314 Hawley Ave,-76.14103659,43.05292536,3000,70,2
316 Craig St,-76.14617798,43.07042136,3000,70,2
316 Greenwood Pl,-76.12254587,43.04016734,3000,70,2
321 Allen St,-76.11700861,43.04618603,3000,70,2
323 Carlton Rd,-76.1752456,43.01972076,3000,70,2
323 Genesee Pk Dr,-76.1091853,43.04483793,3000,56,2
328 Greenwood Pl,-76.1223789,43.0398671,3000,70,2
330-32 Ostrom Ave,-76.12955499,43.0430895,3000,70,2
331 Genesee Pk Dr,-76.10880731,43.04483483,3000,70,2
337 Midler Ave N,-76.10638672,43.07471744,3000,70,2
340 Hudson St,-76.1606721,43.03069991,3000,70,2
3401 James St Rear #17,-76.10017132,43.0694169,3000,70,2
3401 James St Rear #18,-76.10016674,43.06935786,3000,70,2
342 Matson Ave W,-76.15164143,43.0130853,3000,70,2
349-51 Midler Ave N,-76.10640434,43.07501898,3000,70,2
358 Salina St S,-76.15300832,43.04745836,3000,94,2
360 Edwards Ave S,-76.10649655,43.06223039,3000,120,2
360 Midler Ave N Rear,-76.103111,43.074439,3000,229,2
365 Forest Hill Dr,-76.11069879,43.06192264,3000,70,2
393-95 Kennedy St W,-76.15783437,43.02781645,3000,70,2
404-06 Kirk Ave,-76.15456859,43.02805353,3000,105,2
405 Chemung St,-76.19858004,43.05618821,3000,120,2
412 Bryant Ave,-76.18674358,43.04466816,3000,70,2
412 Merriman Ave,-76.17150758,43.0402693,3000,70,2
413 Mountainview Ave,-76.09770636,43.05103378,3000,86,2
416-18 Bryant Ave,-76.18685323,43.04462657,3000,70,2
416-18 Durston Ave,-76.12728149,43.06896541,3000,70,2
420 Warner Ave,-76.15134765,43.02190559,3000,70,2
424 Boyden St & Hixon Ave,-76.12050381,43.06098804,3000,70,2
432 Lillian Ave,-76.11103757,43.07432933,3000,70,2
436 Collingwood Ave S,-76.10758207,43.06056816,3000,70,2
448 Hillsdale Ave,-76.10878438,43.06018164,3000,70,2
456 Brattle Rd,-76.12859665,43.07011133,3000,70,2
469 Woodruff Ave,-76.13885268,43.07424409,3000,70,2
471 Collingwood Ave S & Caleb,-76.10683175,43.05969705,3000,70,2
474 Woodruff Ave & Listman Av,-76.13832679,43.07446359,3000,228,2
495 Seneca Tnpk E,-76.13304826,43.00366598,3000,110,2
507 Herkimer St,-76.19579808,43.051552,3000,70,2
507 University Ave,-76.13420907,43.04455905,3000,81,2
509 Bear St,-76.16050757,43.07158338,3000,153,2
511 Walnut Ave,-76.13213327,43.04611505,3000,89,2
515 Bradford Pkwy,-76.09961415,43.03434768,3000,70,2
516 Wolf St,-76.1619753,43.0740811,3000,70,2
516-18 Westmoreland Ave,-76.11520979,43.04462085,3000,98,2
517-19 Tallman St,-76.15689771,43.03599968,3000,52,2
520 Seymour St,-76.16871961,43.04227094,3000,70,2
526-28 Salina St N To Prospect A,-76.15209737,43.05831926,3000,180,2
603 Darlington Rd,-76.13730682,43.07878913,3000,70,2
606-08 Crossett St,-76.17352903,43.02803815,3000,68,2
615 Vine St,-76.12651491,43.05969208,3000,99,2
619 Dewitt St,-76.13482895,43.06748491,3000,70,2
667 Salina St S @ Warren St S,-76.15066699,43.04128505,3000,110,2
711 Euclid Ave,-76.12300479,43.03685251,3000,60,2
715 Helen St,-76.13620842,43.07155869,3000,218,2
717 Mcbride St N & Laurel St,-76.14830134,43.05757636,3000,70,2
726 Wadsworth St,-76.13944469,43.07743366,3000,68,2
767 Euclid Ave & Maryland Ave,-76.12088547,43.03695725,3000,110,2
804 Belden Ave W,-76.16386367,43.05494334,3000,98,2
806 Tallman St,-76.1610272,43.03614244,3000,70,2
807 Geddes St S,-76.17246055,43.03951644,3000,67,2
812-16 Bellevue Ave & Malcolm St,-76.16641371,43.03338616,3000,149,2
834 Cumberland Ave,-76.11338939,43.02951893,3000,70,2
846 Ostrom Ave To Ostrom Alle,-76.12882886,43.03485072,3000,56,2
859 Lancaster Ave,-76.12298391,43.03482366,3000,70,2
910 Park St,-76.14775,43.064515,3000,66,2
957 Westmoreland Ave,-76.11385927,43.03559178,3000,70,2
985 Westmoreland Ave & Montan,-76.11381371,43.03493411,3000,70,2
"K113 - Day by Day Calendar 1 Destiny USA 
Dr",-76.17397479,43.0697886,3000,315,2
K121A - Herstyler 1 Destiny USA Dr,-76.17397479,43.0697886,3000,315,2
Marion Hall 305 Waverly Ave,-76.13139711,43.04089987,3000,67,2
Women's Building 840 Comstock Ave,-76.129836,43.03517,3000,124,2
X107 - GLO GOLF 1 Destiny USA Dr,-76.17397479,43.0697886,3000,315,2
656 Salina St N,-76.15305164,43.06035485,3019.73,229,2
2221 Erie Blvd E,-76.11169891,43.05303764,3021,279,2
106 Bertram Pl,-76.1581125,43.01754875,3024,105,2
729-31 Helen St,-76.13623591,43.07197457,3025,174,2
100 Kenwick Dr,-76.13506455,43.07294798,3030,74,2
219-21 Woodland Ave,-76.14350513,43.0299864,3034,68,2
101 Maris Dr & Kramer Dr,-76.15673356,43.00110096,3050,74,2
2200 State St S & Mckinley Ave,-76.14306659,43.02388725,3050,124,2
230 Robert Dr,-76.1319708,43.02620867,3050,58,2
404 Temple St,-76.15639431,43.03973994,3050,166,2
1616 Butternut St,-76.14248486,43.07378492,3055,68,2
122-24 Furman St,-76.14975099,43.03185972,3062.36,121,2
843 Salt Springs Rd,-76.10212703,43.04673321,3080,68,2
130-32 South Ave,-76.15971055,43.03825374,3099,128,2
108 Merrill St,-76.14921485,43.08111615,3100,163,2
111 Second North St,-76.15296941,43.07208225,3100,105,2
113 Grumbach Ave,-76.14020246,43.06346152,3100,95,2
116 Trinity Pl,-76.1205503,43.03990773,3100,68,2
200 Norwood Ave & Tyson Pl,-76.10969312,43.0707018,3100,68,2
206 Hurlburt Rd,-76.10143963,43.0408322,3100,62,2
214 May Ave,-76.16128136,43.02091219,3100,122,2
249 Midler Ave S,-76.10475939,43.06491306,3100,104,2
2740-56 Erie Blvd E,-76.09649523,43.05380039,3100,181,2
3024 Grant Blvd,-76.1595827,43.07686515,3100,133,2
318 Division St E & Townsend,-76.15225483,43.06071347,3100,166,2
346 Buckingham Ave,-76.12163391,43.02846056,3100,126,2
3512 James St,-76.09827108,43.06871828,3100,68,2
818 West St S & Shonnard St,-76.15822104,43.04130932,3100,125,2
908 Mcbride St N,-76.14914421,43.05947192,3100,150,2
5844-50 Salina St S & Dorwin Ave,-76.14439555,42.98554689,3117,208,2
119 Butler St,-76.12983894,43.01848704,3130,62,2
1512 Colvin St W,-76.16264832,43.02323443,3132,68,2
330 Vincent St,-76.13010231,43.02111436,3136,68,2
227 Goodrich Ave,-76.12683553,43.01781565,3138,56,2
124 John St,-76.14865645,43.06211619,3141,62,2
347 Willumae Dr,-76.15570876,43.07784824,3142,62,2
925-29 Cumberland Ave,-76.11263009,43.02835783,3144,62,2
153-55 Grace St,-76.16543378,43.03885141,3150,145,2
224 Corning Ave W,-76.14716451,43.01850662,3150,168,2
305 Florence Ave E,-76.14086749,43.00724827,3150,110,2
904 Colvin St E & Hughes Pl,-76.13347899,43.0252424,3153,80,2
725 Burnet Ave,-76.13145734,43.05230819,3154.11,136,2
614 Barnes Ave,-76.15979643,43.00650088,3155,133,2
310 Roe Ave,-76.12508387,43.01644869,3160,56,2
313 Grant Blvd,-76.12052903,43.07047494,3160,62,2
